review,label,y_predict
nước lẩu chua_ngọt ăn khá ngon_ăn kèm với bún và các loại rau là no căng,2,2
quán còn có rất nhiều món khác,0,0
kqua mình chị mình ăn,1,1
mà 8 miếng thịt,2,2
và hơi tiếc vì không được gặp cô chủ xinh_đẹp lần sau ráng di_sớm để được cô chủ phục_vụ hehe,1,1
ngon nhưng 1 phần có vẻ hơi ít order nhanh gọn lẹ luôn không phải chờ lâu,2,2
thịt_thà kèm theo chỉn_chu,2,2
có kem ốc quế với khoai_tây chiên ăn được được chút,1,1
thử rồi phải ăn lại,2,2
ăn cũng được,2,2
nhân_viên phục_vụ khá tốt,2,2
vịt nướng lá chuối canh măng_tiết,0,0
giá 30ktô,0,0
còn phần bò lúc_lắc với trứng ốp la không thôi_thì 45k,1,1
món ốc giác khủng,2,2
mấy loại chè ở đây cũng ngon nữa,2,2
hên là mình đi vào cuối năm trời lạnh dần nên không đến_nỗi,0,0
dĩa rau_sống thì to bự mà cũng ăn ko đc bao_nhiêu,1,1
bò nướng mọi tươi_rói miếng thịt dày_cui luôn,2,2
món ăn rất là ngon và chất_lượng ướp rất thấm gia_vị giá_cả hợp_lý,2,2
nhưng ốc ko dc tươi,1,1
bổng dưng thèm ăn bánh_cuốn và gần sân_bay có quán khá nổi_tiếng và ngon,2,2
dzú 27k 100g bạch tuột 20k 100g mề_gà 18k 100g ba_rọi 18k 100g,0,0
điểm tiệm toàn xài quạt_trần nên nóng khủng_khiếp,1,1
bữa mình ăn_ở 1 quán ốc cũng 20k 30k,0,0
bò ở đây mình thấy chất_lượng nhất trong các chi_nhánh,2,2
bữa ăn ốc_hương 20k mà ốc tanh kinh_khủng còn ốc len thì con hút đc con hok có con mất cả ruột,1,1
nói_chung ngon lắmmmm nước_dùng hơi mặn xíu và cốc lọc đá 3k ah ban_đầu tưởng free biết thế gọi trà đá hic,1,1
xào nướng hấp thì ổn về gia_vị,2,2
đồ ăn ngon nhưng nhược_điểm là khu_vực ẩm_ướt vì là góc chợ 1 phần nữa là phục_vụ chậm,1,1
nếu đi 2 ng thì chỉ với 200k tương_đương mỗi món 300gr trừ mề_gà và 2 dĩa đậu_bắp 1ca trà đá là no căng,0,0
bữa nào mệt trong người đi ăn_chay là ok nhấtnhà hàng này đẹp rộng_rãi và khá to ăn_uống rất ok,2,2
đó là bánh_cuốn xuân hường ở đường_trường sơn hướng đi vào sân_bay,0,0
quán hơi xa nhưng giá_cả khá ok,0,0
bò lá_lốt hơi nguội mình thích gì nóng ah nhưng mùi khá thơm,0,0
đa_phần các món làm đều cay,1,1
món ăn chất_lượng cho bữa sáng đủ dưỡng_chất,2,2
mình thì chấm với tương_ớt,0,0
một phần hơi ít nhưng hương_vị thì thơm ngon canh cũng hợp_khẩu_vị lắm,0,0
món này ăn đc nhất lun,2,2
salad cải nồi già r nên ăn đắng quá,1,1
quán nhỏ v thôi chứ crepe lẫn waffles đều khá ổn đó chứ gọi waffle trà xanh waffle nóng giòn k bị ỉu ăn có vị thơm của trà xanh ăn kèm viiws kem vani thanh mát và sốt socola ngọt nữa ️ ️ ️,2,2
theo mình thì chỗ này là 1 trong những chỗ bán chè khúc bạch_đầu_tiên ở sg,2,2
không_gian khá thoáng và sạch nhân_viên hơi chậm chắc tại quán đông,1,1
bò ướp ăn toàn nghe mùi gia_vị rất đậm ko nghe được mùi bò ji cả,1,1
phần này 100k giá cũng rẻ đó chứ,2,2
mình ăn_ở quán cũng khá lâu rồi từ lúc quán chưa đông khách còn ngồi bằng bàn ghế nhựa ăn bằng dĩa nhựa tới tận bây_giờ quán đã tu_sửa đẹp hơn đông khách hơn mà cứ cảm_thấy sao sao í chả thân_thiện như ngày_xưa,2,2
gửi xe bên chợ tốn 5k,1,1
còn mâm rau ta nói nhìn đã chưa từng thấy hoành_tráng vô_cùng,2,2
ko biết ngoài hn có mắc thế ko nữa lớp bột mỏng chiên giòn bên trong ko bị khô chấm với tương_ớt hay muối đều ngon,1,1
2 người tầm 250k hơi mắc đó,1,1
bò nhúng giấm thì mềm cuốn bánh_tráng rau rừng siêu ngon luôn phải gọi là một chín một mười so với người hàng_xóm bánh_tráng cuốn thịt luộc trảng bàng quán này đi hơi xa mà trưa chủ_nhật đông khách lắm luôn mà đồ ăn lại lên khá nhanh,2,2
món bánh mỳ hấp lạ nhưng ko đặc_sắc bánh mỳ có miếng mềm quá thịt bò nhiều nhưng cũng thấy khá bình_thường,1,1
1 phần bò có có trứng và patê nữa patê ngon mà ít lắm thịt bò ướp ngon mềm ăn rất đã,2,2
1 đĩa nhiều lắm giá cao nhg nhiều ăn rất đã,2,2
910 chân gà hầm thuốc_bắc chân gà mềm ơi là mềm nước tiềm thơm mùi xương gà và đặc_biệt không có_hậu chua chua,2,2
810 sủi cảo vỏ mỏng và mềm mịn nhân ngon không hôi mùi hành,2,2
khoai_tây chiên giòn ngon,2,2
giá_cả chát quá í chỗ ngồi cũng ít,1,1
nước dùng ngọt thanh với vị hẹ thịt bằm và đầu hành,2,2
sauce nấm hơi loãng và ít nấm khá nhạt nữa,1,1
rất là ngon điểm nhân_viên phục_vụ thân_thiện nhiệt_tình và hiểu rõ món ăn,2,2
thịt bò mềm ngon,2,2
trà nóng free,0,0
món này ngon đến_nỗi mà sau hôm đấy 4 ngày liên_tiếp mình liên_tục ăn bánh_đa trộn kiểu vẫn chỗ ngồi đấy vẫn quán đấy vẫn món đấy nên chụp ảnh như kiểu lấy đi lấy lại 1 cái r up í bánh_đa trộn đầy_đủ rau_muống lạc giò chả cá rán hành phi mọc giá,2,2
món ăn khá ngon thịt nướng ướp vừa_miệng hơi khô xíu chả_giò ăn ok,2,2
mình thích ăn rau nên ok cảm_thấy rất hài_lòng,2,2
phục_vụ nhanh gần chợ nên cũng thông_cảm vấn_đề vệ_sinh bàn gỗ thấp ah tô hơi ít thêm ly chè quán kế bên mới no sơ sơpe0z,0,0
trứng cút nướng r cho thêm tôm khô và mỡ hành,2,2
quán nhỏ_xíu đi đông ko đc,1,1
phần xịn nhất là combo 2 có bò lúc_lắc ốp la phô_mai 1 viên xíu_mại và tảng patê bự là 80k,2,2
ướp gia_vị khá chuẩn xả gừng đậm vị thơm_phức,2,2
phần gia_vị nêm nhân vừa phải chấm xì_dầu tuyệt cú_mèo,2,2
mình hơi bị ghiền món này luôn thịt luộc cuốn bánh_tráng chấm mắm_nêm nè,2,2
miếng thịt to và đều hơn,2,2
nhân_viên pv okei,2,2
phục_vụ rất tệ,1,1
bò tơ thịt cực mềm ngọt tự_nhiên thơm thơm,2,2
gửi xe free,0,0
ở đây ko có cho nc trà_free,1,1
bàn ghế sạch_sẽ quán có chổ đậu xe otô nhân được mặc đồng_phục theo phong_cách áo thi_đấu,0,0
có cảm_giác như chẳng qan tâm tới khách,2,2
bữa ăn của mình gồm bánh_cuốn tôm vỏ bánh mỏng nước_dùng đậm_đà,2,2
tuy_nhiên hình_như nhân là tôm đông_lạnh nên thấy cứng và khô,1,1
ngồi ăn mà nóng toát mồ_hôi,1,1
qán cũng có đầu_tư trag trí đồng_phục nhân_viên đều đậm kiểu thái,2,2
cho hơi ít_nhiều xíu ok hơn thì giá cũng cao mà,1,1
món nước béo và nước_dùng hành luôn được ưa_chuộng ở đây và được khách gọi rất nhiều,2,2
giang anh,0,0
không_gian qán rộng_rãi nhưng hơi nóng và ko có máy_lạnh,1,1
quán chỉ bán buổi sáng và lúc_nào cũng đông khách,2,2
mấy món nướng như vú heo bò nướng sate ba_rọi tầm 47k đĩa,0,0
hẳn sẽ có một bài review chi_tiết về quán nếu không có chuyện xảy ra vào phút cuối,0,0
chủ_yếu là món ăn vặt,0,0
thịt nêm nếm ngon nhưng có vẻ hơi dai pate xíu_mại ăn cũng bình_thường thôi,0,0
mình cũng coi trên đó mới biết,0,0
giá cũng không quá đắt 2 người khoảng từ 110,2,2
đúng 5 thịt nhãn,0,0
sợi hủ tiểu_bản to như người anh_em hor fun các nước láng_giềng,2,2
quán rộng nhưng chỉ khi khách đông mới mở máy_lạnh,1,1
giá hơi cao xíu 2 bạn ăn tầm 100 150k,1,1
và khá xa so với khu_vực của mình,0,0
tân_sanh hoạt ở ntmk,0,0
món ăn_ở đây phải nói là rất ngon món nào cũng khiến mình thích hết nhưng giá ở đây khá cao,1,1
không gia thì hơi nhỏ nhưng thoáng vì ngồi ở ngoài đường,0,0
từ nay biết thêm 1 quán sủi cảo ngon nữa rồi,0,0
quán gia_đình nhỏ thôi nằm giữa 1 rừng chuỗi quán hiện_đại xung_quanh nhưng vẫn tồn_tại đc tới h là hiểu rồi quán pv nhanh ăn cay thấy hơi kgian nóng,2,2
giữ xe miễn_phí khăn lạnh 1k,0,0
quán nằm trong hẻm sâu đi hơi mắc công nhưng đáng lắm nhen,2,2
nhỏ hơn bỏ vào miệng là hết luôn 1 viên mì sườn hoành_thánh sợi mì không tươi như bên kia nhưng thtừ nay biết thêm 1 quán sủi cảo ngon nữa rồi,1,1
cơ_mà cay quá v v,1,1
có 3 mức_độ cay cay cay nhiều siêu cay,0,0
mộ phần bò khá là ít nhé,1,1
còn nhiêu hạt sen không,0,0
nếu đã quá quen_thuộc với món bánh_tráng trộn rồi muốn thử 1 món j đó khác lạ hơn thì ko thể ko nói đến bánh_đa trộn nhen về thành_phần thì gần như bánh_tráng trộn zy đó,0,0
món ăn đem ra nhìn lộn_xộn ko có thẩm_mỹ nhưng mà ăn thì phải nói là siêu ngon luôn,2,2
35kphần,0,0
dĩa rau được lèo_tèo vài cọng,1,1
nhược_điểm rất đông tầm 7h tối,1,1
chắc vì lấy tên steak gấu nên ít ai biết khách ko đông như những chỗ khác,0,0
khỏi chờ_đợi chen_lấn xếp_hàng khỏe_re,2,2
điểm trừ duy_nhất ở đây chỉ là không_gian hơi nhỏ hẹp nè trần hơi thấp do đó chống chỉ_định các bạn chân dài nhen còn lại thì mình thấy phố nhật là một sự lựa_chọn lý_tưởng trong những ngày thèm món nhật mà kinh_phí lại eo_hẹp nè,1,1
một phân tầm 30k thêm đồ ăn thì thêm tí tiền hai bạn đi ăn chi tầm 100k là no,2,2
cũng được nhưng hơi đắt,0,0
lúc đầu nghe kem dốc ngược nên cũng ham_hố đi ăn mà kem dùng máy nhét như v k chảy ra cũng phải rồi,0,0
à quán hơi nhỏ mà khi nào cũng đông khách hết nên toàn leo_thang lên gác ngồi đi giày thì phiền lắm nên qua ăn thì đi dép cho phẻ,0,0
t,0,0
quán này hơi bị khó đi vì ngay dốc chân cầu gửi xe phải đi ngược chiều lại,1,1
nhưng phụ vụ hơi lâu gọi tính tiền cũng lâu nữa ăn được,1,1
ăn 1 mình chẳng hếtttttt,2,2
so với ò ó o thì gà bự hơn nhưng nướng có 1 vị thì hơi chán,1,1
có cả tôm trong đó không hề thua hà tôn quyền,2,2
trứng vịtcút lộn 10 món gì gì ấy thấy rần_rần ở fb w foody,0,0
ngon lắm quán hơi khó tìm,2,2
cũng khá ngon,0,0
vị_trí quán nằm ngay mặt tiền_đường sư vạn hạnh khá dễ tìm,2,2
ăn vặt mà 2 đứa hơn 100k vẫn ko thấy no,1,1
thấy share nhìu nên đi ăn thử,0,0
một đặc_điểm phải nói ngay đó là phở ở đây giá khá cao trên 65ktô,1,1
bánh thơm ngon có điều nước_mắm hơi ngọt,0,0
quán khá sạch_sẽ và phục_vụ khá tốt có cái bị tính thêm tiền gửi xe thôi,0,0
còn xoài hay củ sắn thì chấm với muối tôm,0,0
menu còn mấy món khác nữa,0,0
xôi siêu ngon luôn khổ nỗi ở đây giao hàng hơi lâu nên có_ăn thì mọi người nhớ gọi sớm sớm nha,2,2
giá_cả cũng bình_thường k đắt,2,2
ngoài_ra menu quán cũng nhiều món khác nhau tha_hồ cho bạn lựa_chọn luôn,2,2
cái rau_dạ yến ăn giống rau su_su ngoài mình,2,2
có món ốc giác nướng này thì thấy mỗi ở đây là có 1 con hơn 100k ăn cũng đc nhiều,2,2
một người khoảng trên 70k là no_nê rất là no_nê luôn đó,2,2
nói_chung nếu k phải vì quá xa nhà mình thì chắc 1 tháng mình sẽ ghé đây 1 2 lần,2,2
chất_lượng vẫn zách lầu ko hề giảm đi xíu nào hết,2,2
huyết bữa này bị chín quá,1,1
quán nằm hơi khuất nhưng cũng dễ tìm đi đến lotteria phan xích long là có cái hẻm văn_hóa quán nằm ngay đầu hẻm luôn ngoài biển là để tên quán bạch_tuộc nướng,2,2
nói_chung thì tạm,0,0
tô bánh_canh bò viên không nạc không giò không xương này là 24,0,0
nghe danh quán đã lâu,0,0
món miến tôm_càng gắp con tôm lên định lột vỏ tôm bị bở hay chết lâu ah gắp ra là bị đứt liền thịt tôm bở nhìn rõ mà 3 con cũng như vậy miến_xào dính cục cứng_ngắc giá 100k,1,1
ko thích lắm giá 1 phần đó là 40k trung_bình 85k 2ng,1,1
một bàn đầy ụ đồ ăn như hình đủ để 2 người ăn no quên lối về tổng_cộng tốn hết 296k nha mọi người,2,2
1 tp,0,0
k rẻ nếu so với bà hùng trên đà lạt haha,1,1
nhưng mà bánh_canh thì cũng ok thoai nước_dùng như hủ tíu ấy bánh_canh ăn 1 tô thì vẫn hơi đoi đói,1,1
nhiều người sẽ lầm tưởng là,0,0
rau cải trụng mềm nhẫn nhẫn khá thích làm cho món ăn đỡ ngán với nước_dùng hơi ngọt lớp ván mỡ hơi nhiều,1,1
đây là phần trộn đặc_biệt siêu cay có cá viên thịt bò mực xúc_xích tôm 1 miếng súp_lơ kim chi và chén nước_dùng kèm trứng muối nấm,0,0
chén nước béo vàng mỡ_màng chan vào bát phở thì bắt_mắt hết chỗ_nói,2,2
xôi lá chuối xôi dẻo và thơm chắc do gói lá chuối đủ các loai xôi từ mặn đến ngọt có_điều hơi mắc 3,0,0
nói là bún chứ thực_ra là cọng bánh_canh ai ko thích có_thể ăn mì tôm cũng được,0,0
điểm trừ trong lòng mình đối_với quán chắc chỉ có nó quá xa nhà mình thôi chứ còn lại là ổn hết nhaaaaa,2,2
nói_chung ăn được nhưng gía cao quá,1,1
quán sạch_sẽ lắm trên sân_thượng bao mát nữa,2,2
salad nhúng giấm ăn ngon cực,2,2
khuyết_điểm duy_nhất_quán hơi nhỏ trong hẻm nên hơi khó tìm,0,0
cả nhà họp_mặt khá vui nhưng mà giá thì cũng bao buồn 2 người phải tầm 300k 1 món cũng tầm 70 80k mà ít,1,1
nước_dùng sánh đặc,0,0
ngon và chất_lượng quán hơi xa và khó tìm nhưng để ăn được món độc_đáo này rất đáng,2,2
thịt đậm_đà ăn ăn với tacos và nước sốt rau củ rất lạ_miệng,2,2
thêm một món mới cho dân sành ăn và team thèm thịt vịt đây d,2,2
ngon bò dai chắc mùi_vị đậm_đà,2,2
không quá béo,2,2
giá_cả phải_chăng nhân_viên lại dễ_thương,2,2
ngon nhưng mình thấy hơi ít so vs nhiều chỗ khá là đắt,1,1
món này chấm bánh_mì khỏi chê vào đâu được,2,2
nhà_hàng nằm ngay khúc này nên khá vắng nhưng cuối tuần thì lại đông,0,0
cơm niêu ăn đúng ngon_ăn với mấy món kho quẹt thịt khô cá khô,2,2
nhà_hàng phải nói là khá đẹp nữa,2,2
hơi buồn khi phải nói thà mình đi chỗ khác ăn cháo ếch hoặc đi qua sing ăn cho biết luôn chứ chỗ này thì thôi ko quay lại nữa đâu,1,1
thiệt chứ cho_dù cháo nó có ngon hơn nữa thì mình cũng ko ghé lại,1,1
từ đầu khi bước vô tiệm đến lúc đi ra nv chỉ nói duy_nhất 1 câu với mình là 37 ngàn,1,1
ướp ngon bò heo dê hải_sản đủ hết,2,2
nay đi ăn hủ_tiếu nam vang chay khá là ngon vừa_miệng,2,2
nhân quán trên đường nguyễn trãi thì ngon nhất là hủ_tiếu khô gia_vị vừa đủ và đều thịt_thà cũng nhiều được tới 2 con tôm nhưng bánh thì hơi ít nước_lèo đậm_đà,2,2
hủ_tiếu nước_ăn cũng ngon nhưng húp nhiều nước dễ bị gắt cổ,0,0
nhân_viên không mấy thân_thiện đồ ăn làm nhanh và ăn vừa_miệng đi hôm chủ_nhật quán khá đông phải ghép bàn quán nhỏ nên đành chịu nchung đồ ăn là duyệt giá khá hssv nên đi đông kêu đồ ăn ăn chung sẽ thử được nhiều vị hơn,2,2
đằng này hủ tíu mềm sợi nó to như bánh_phở mà cứ cãi như vậy ak,0,0
ăn kèm với bánh_phở và bánh_mì,0,0
ngon thôi dồi,2,2
️ ️ ️ ️ đuôi bò ta chuẩn dưa_chuột ngon khoai thì chất_lượng,2,2
ốc thì lạnh_tanh cứng vđ hành làm sơ_sài và rưới lên nên không được chín ăn còn cay cay mùi hành,1,1
decor theo phong_cách tây tông màu trắng xanh là chủ_yếu nhìn rất mát_mắt,0,0
thực_đơn phong_phú ngoài món spaghetti là chủ_yếu quán còn kèm thêm vào món âu đơn_giản như thăn bò gà cuộn sốt phô_mai cá_hồi nướng,2,2
đồ ăn khá oke đậm vị,2,2
mình chưa ăn thử tráng_miệng nhưng nghe nói quán đang có chương_trình mua 1 tặng 1 cho món tráng_miệng k biết giờ hết chưa,0,0
nhìn hình hấp_dẫn phải không các bạn cơ mà đây là quán ốc dở kinh_khủng,1,1
không nên ăn,1,1
dù ở xa mà phải mò lên đây để gặm đuôi bò thì phải hiểu độ ngon đến đâu,2,2
nói_chung là tới đây ăn xác_định mua sẵn tờ báo hoặc thủ cái điện_thoại để xem báo,1,1
nếu hên thì khoảng 5p khi bạn ngồi ăn bạn sẽ có được cái cảm_giác rất yomost là rất nhiều ánh mắt nhìn mình chằm_chằm,0,0
đó là ánh mắt của những người đang kiên_nhẫn đợi bạn ăn xong sẽ nhào vào cấu_xé đạp bạn ra khỏi chỗ của mình chiếm lấy cái chỗ đó và tiếp_tục đợi,0,0
nói_chung ở đây giá_cả chất_lượng đều ổn,2,2
nhưng mà phục_vụ chưa đc tốt,1,1
haizz làm sai thì nhận đi_khách có_thể bỏ_qua tạm chấp_nhận muh,0,0
chuyện là lúc ra khỏi quán mình có để quên một ly phúc long bằng sứ đang uống dở,0,0
khi ra về mình còn đứng nhây chụp hình ở trước quán để review nữa nhưng chẳng ai ra đưa đồ mình để quên cả,0,0
cảm_giác thật là ko thể tả ntn nữa vào ăn một quán chay chỉ vì một cái ly mà nhân_viên có thái_độ như vậy sao lozivn lozisaigon cáofood vscofood instafood quan10 anchay thatvong quanchay doahoasen,1,1
một phần giá khoảng 50k trung_bình 2 bạn đi khoảng 100k hơn là no nhé,0,0
không_gian rộng_rãi sáng_sủa trang_trí đẹp,2,2
nhân_viên thân_thiện và nhã_nhặn phục_vụ nhanh_nhẹn,2,2
một phần giá 40k trung_bình 2 bạn chi khoảng 100k cho 1 lần ăn nhé,0,0
credit quán chay pháp uyển,0,0
một tô sủi cao nghi_ngút khói cắn đôi miếng sủi cảo thơm mềm cảm_nhận dc vị ngọt của thịt vị thanh của nước nhân tan ra trong miệng,2,2
ngắm nhìn em noa tăng_giá từ bé tới h oqr đây nổi_tiếng với hủ_tiếu sườn miếng sườn được hầm rất kĩ nhưng vẫn giữ được miếng thịt ko bị vỡ vụn thịt rất mềm nhé và có mỡ mỡ nữa,2,2
thịt bằm rất nhiều nhé và tôm tươi khỏi nói vừa ngọt thịt mà còn săn chắc hủ_tiếu đây là tuyệt nhưng giá chát quá haitoo cung hết gần 120 k,2,2
mà chỗ này hình_như ko cần khách d review về nv mình vô ngồi nv chạy ra để menu xuống bàn xong đi đâu luôn mình gọi món nv chẳng ừ hử gì ghi xong đi vô tệ hơn nữa là khi tính tiền nv đưa tiền thối bằng 1 tay xong quay đi,1,1
và ko báo trc gì hết,1,1
nước dùng ngọt và trong đục bởi do chan qua tóp_mỡ,2,2
cá xắt mỏng như hoà_tan trong miệng,2,2
lần đầu đến đây nếu tự giả tiền sẽ thấy một sự cắt_cổ và ngẫm_nghĩ không phải sự lựa_chọn hạp lý,1,1
nhưng do được mời nên phải thật lòng công_nhận là ngon không_tưởng,2,2
nghe danh quán mấy hôm_nay,0,0
hnay hí_hửng chạy qua thì kiếm mãi ko có,1,1
nên thôi 1 nhé đến khi thử dc món ăn sẽ feedback sau,1,1
nghe cái tên chiều nay quán là thấy dễ_thương rồi quyết_định đi ăn thiệt là sáng_suốt mà,2,2
credit nghia t,0,0
không_gian ở đây khá đơn_giản không bắt_mắt nhân_viên không nhiệt_tình lắm vị_trí của quán nằm trên đường 1 chiều nên hơi bất_tiện,1,1
mì khô hoăc mù nước đều được nêm khá ngọt vì đây là khẩu_vị của ngươi miền nam lúc đầu sẽ rất tuyệt nhưng ăn nhiều sẽ bin ngán,2,2
nhưng phở dậu được xem là nơi gần như là duy_nhất bán phở bắc không bị nam_hóa nhờ sự giản_dị và nghiêm_ngặt trong việc nấu_ăn của người bắc nước_lèo được đảm_bảo ninh từ xương bò và tủy bò,2,2
nem nướng cuốn bánh_tráng ở gánh,0,0
còn ngon thì cũng bình_thường k đặc_sắc,1,1
food foodpic foodporn foodholic ximuoieat instafood instadaily instaholic vietnamfood lozi lozisaigon saigon hochiminhcity vietnam,0,0
nên ăn trưa hoặc chiều đồ chuẩn_bị sẽ ok hơn,0,0
mình ăn nửa_buổi nên đồ cbi hơi lâu chờ mòn mắt 3,1,1
nhiều phomai là ưng rồi gà rút xương ngon giòn,2,2
ncl thích gà vs sườn mình ăn cũng lâu rồi nên ko nhớ giá,2,2
buffet siêu chất giá rẻ có 199k hà mà ko thuế_má gì nữa hết,2,2
một trong những buffet yêu thích của mình mỗi tội xa quá là xa ko phải lúc_nào cũng có buffet nên chịu_khó follow fb hay insta canh me nha,2,2
giá vừa tầm,2,2
nhân_viên người hoa phục_vụ hơi lâu quán đông hơi chật,1,1
tốt nhất là cứ hỏi chung_cư nguỹên thiệt thuật,0,0
vào đó hỏi quán ốc loan là ng ta chỉ cho dễ,0,0
lozi,0,0
món ra chậm,1,1
ăn buffet mà chặn bớt 1 số món,1,1
phục_vụ tận_tình,2,2
ngon lắm và ngoài đườg nên thoángtrừ điểm là dùng đũa tái_chế rồi còn rửa lại dùg tiếp,2,2
ngon lắm ạ hhiiinhưng quán trông k đảm_bảo_vệ_sinh lắm,2,2
ngon đấy nhưng mắc đâhd,2,2
chưa kể cốc trà nhài những 50k,1,1
tô bún mắm ở đây khá chất_lượng nhé,2,2
tuy_nhiên bún thì hơi ít mình gọi hẳn tô đặc_biệt nhưng mà vẫn cảm_thấy ít bún,1,1
credit andy l,0,0
nước_dùng rất là đậm_đà luôn nhé cảm_nhận được rõ_rệt mùi_vị bún mắm,2,2
do quán đắt khách thức_ăn bán hết hàng ngày nên đồ rất là tươi chấm với nước_mắm me nữa là đúng điệu luôn,2,2
có 1 điểm mình không thích lắm đó là quán có bán thêm thạch rau_câu ăn tráng_miệng nhưng toàn đem ra chung với khăn lạnh nhưng không nói rõ là ăn sẽ tính tiền,1,1
tới nơi ăn thì thấy hơi thất_vọng tí quán vỉa_hè ko có bảng nên lúc đi hơi khó thấy ạ tới mà ngồi đợi lâu ng bán hay quên và ko để_ý khách fai kiu và hối bạn nào ngồi gần thì may_ra dc món sớm chứ ngồi xa khách cũng đông ng bán ko để_ý mấy,1,1
thường mua về thấy nhanh hơn,0,0
lúc tính tiền ngta cũng hay lộn bàn nên để_ý kĩ nhìu khi ghi đơn đồ ăn mà ko mag ra đủ thíu món ạ mà tính tiền lun trg bill nói_chung ăn đc thì cũng thấy ngon khuyên ko nên kiu gỏi,1,1
143a thống_nhất từ ng văn lượng rẽ phải hướng lê đức thọ khoảng 300m qua đèn_xanh đèn_đỏ,0,0
tìm địa_chỉ mún phè râu,0,0
lạ là tại_sao quán dở tệ thức_ăn dở phục_vụ tệ mà sao vẫn đông khách nhỉ v,1,1
tính tiền đá hay tiền cho mượn ly_vậy,1,1
thịt cá_hồi tươi ăn ngọt thịt và khá béo ăn_không bị tanh rất ngon,2,2
không_gian ở đây bày trí khá đơn_giản rộng_rãi nhân_viên phục_vụ hơi chậm,1,1
trung_bình 2 bạn đi ăn chi khoảng 500k hơn,0,0
quán rộng với thoáng nhân_viên có vẻ như không thân_thiện với không được nhiệt_tình cho lắm,1,1
chỗ này được đánh_giá quá cao,2,2
so với 65k miếng tiramisu thì đây là cái giá quá đắt đối_với chất_lượng,1,1
thơm ngon đến miếng cuối_cùng,2,2
ice cream sandwich ăn được hơn nhưng phần bánh hơi khô và cứng,1,1
mình thì khoái sốt cà_ri hơn ăn béo ngậy thơm mùi cà_ri đã gì đâu,2,2
sốt me thì thấy hơi bị chua tí ăn cũng được nhưng ăn nhiều thấy hơi gắt,1,1
thịt cua chắc gạch nhiều giá_cả cũng tạm được,2,2
2 con cua hết gần 300k v nhân_viên nhanh_nhẹn nhưng đồ ăn ra hơi lâu ngồi đợi hơn 15 chưa thấy luôn,1,1
không_gian thoáng phục_vụ dễ_thương 3 toàn trai xinh gái đẹp khoản này được nè 3 nước_lèo cũng ổn có_thể nói là đậm_đà nhìn_chung thì tô bún cũng được đủ no,2,2
nhưng mà cái làm mình thất_vọng nhất_là cục riêu không biết có phải do không hợp_khẩu_vị không nhưng mà mình thấy riêu nhiều thịt quá ít cua,1,1
mình toàn nghe mùi thịt hơi khó_chịu,1,1
ăn hoài không thấy vị cua,1,1
mà cục riêu cũng nhỏ_xíu à,1,1
hơi cứng ăn chán chắc sẽ không ghé lại ahihi,1,1
qán lề đườg gửi xe khá xa nhìu lúc qán đôg khách nhân_viên phục_vụ ko kịp,1,1
thích ăn kiểu nướng trứng cút hơn nhưng ở đây chỉ có lựa_chọn duy_nhất là vậy à nên đành phải chọn sò điệp hông tươi nên ăn hơi bị bở bù lại mỡ hành và đậu_phộng nhiều nên ăn vui_miệng tuy_nhiên tính ra 5kcon là đau_đớn lắm đó nha mắc hơn ốc_hương nữa là xaoooooo,1,1
thịt bò ướp ăn ngon lắm nhưng miếng bò hơi mỏng ăn_không sướng miệng cho lắm không_gian của quán nhỏ và hơi nóng một_tí nên cũng hơi khó_chịu nhân_viên nhanh_nhẹn nhưng quán hơn đông nên cũng đợi hơi lâu,1,1
trứg vịtcút xào phô_mai xào sate ngon me ngon chiên ngon,2,2
mực tôm chả cá cá hấp chả cá hấp bọc ớt số_lượng đều nhiều hơn ở các quán bún mắm khác,2,2
bên tay tráituongan,0,0
tiramisu quá nhạt và không có nhiều bánh căn_bản toàn kem,1,1
000 150,0,0
ngan chắc đậm thịt nước dùng ngọt đậm vị thịt,2,2
ngon đậm_đà miếng thịt mềm siêu to mì hơi ítgiá hơi chát,2,2
đi 2 người tầm 100k đó,0,0
giá quá cao luôn 2 người ăn hết gần 300k mà mới lưng bụng thôi,1,1
một phần chỉ được vài khúc cá nhỏ hương_vị thì cảm_nhận ngon và giống như lần mình ăn_ở hn nhưng tiếc là quá cao để quay lại,1,1
ở vỉa_hè nên thoáng,2,2
ăn rất thích,2,2
quán thì lớn mà chỉ có mỗi cái menu đợi mệt chết,1,1
không_gian nói_chung mình rất thích,2,2
mình dễ_tính chứ ko phải dạng chịu_đựng tính đâu mấy bợn ạ d rate 2,1,1
ngọc sương chuyên phục_vụ về hải_sản các món ăn mình thấy chế_biến rất tinh_tế và đẹp_mắt,2,2
khá đẳng_cấp,2,2
món chả_giò hải_sản rất ngon,2,2
béo ngậy,2,2
tôm_hùm nướng vừa tới vị ngon tôm cảm_giác tươi lắm,2,2
còn món hào phô_mai sốt pho mai cũng béo và vị vừa ăn,2,2
đẳng_cấp và sang_trọng,2,2
thịt bò và nầm bò ướp đậm_đà,2,2
giá_cả thì thôi ai cũng hiểu 500k trở lên hén,0,0
ngon cơ_mà đợi hơi lâu mấy nv cứ chậm chậm làm_sao ấy,1,1
ngon nhưng mắc,2,2
